Título,Resumen,Etiquetas,Enlace
Evitative,"In the summer before his fifth year at Hogwarts, Harry is drawn to a room in Grimmauld Place. Like the Gryffindor he is, he enters the room without fear. The room is a library, and Harry is surprised to find that he’s eager to learn. Then he gets the bad news: he’s been accidentally expelled from Hogwarts, and he needs to be sorted again. Everyone is confident that he’ll go straight back to Gryffindor, but with what he's been learning, Harry’s not so sure.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger & Harry Potter, Sirius Black & Harry Potter, Pansy Parkinson & Harry Potter, Draco Malfoy & Harry Potter, Harry Potter & Blaise Zabini, Harry Potter, Draco Malfoy, Hermione Granger, Sirius Black, Pansy Parkinson, Blaise Zabini, Theodore Nott, Daphne Greengrass, Slytherin Harry Potter, Dark Arts, Hogwarts Fifth Year, Dark Harry Potter, Slytherins Being Slytherins, Alternate Hogwarts House Sorting, Re-Sorting, Dark Magic, Slow Burn, Slytherin Pride, Protective Slytherins, Pureblood Politics (Harry Potter), Bigotry & Prejudice",https://archiveofourown.org/works/20049589?show_comments=true&view_full_work=true#comments
Hermione Granger's Hogwarts Crammer for Delinquents on the Run,"'You're a wizard, Harry' is easier to hear from a half-giant when you're eleven, rather than from some kids on a tube platform when you're seventeen and late for work.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Luna Lovegood, Ginny Weasley, Neville Longbottom, Pining, Humor, Hijinks & Shenanigans, Alternate Universe - Canon Divergence, Friendship",https://archiveofourown.org/works/7331278
Three's Family,"It’s May 1979 and the Order has just apprehended a pair of mysterious wizards who look remarkably like a Potter and a Malfoy. Naturally, James Potter and Sirius Black are called in to identify the strangely familiar strangers and determine their backgrounds and loyalties.(This would be a lot easier if their captives weren’t convinced everyone they talk to is dead. It would also be easier if they didn’t spend half their bloody time bickering.)**“Just ask them questions only they would know the answer to,” Malfoy suggests.“There’s not a single thing that I know about either of them from the first war that any old Death Eater couldn’t find out.”“How is that possible?” Malfoy huffs. “He’s your father!”“Am I or am I not famously an orphan?” Potter snarls.**Русский перевод: https://archiveofourown.org/works/49365862/chapters/124574398中文翻译: https://archiveofourown.org/works/49899721","Teen And Up Audiences, No Archive Warnings Apply, F/M, Gen, Harry Potter - J. K. Rowling, James Potter/Lily Evans Potter, Draco Malfoy & Harry Potter, background Remus Lupin/Sirius Black - Relationship, Sirius Black & James Potter, Harry Potter & James Potter & Lily Evans Potter, Harry Potter, Draco Malfoy, James Potter, Lily Evans Potter, Sirius Black, Albus Dumbledore, Dorcas Meadowes, Time Travel, Time Travel Fix-It, Fluff and Humor, And Hard Truths, First Wizarding War with Voldemort (Harry Potter), Marauders Era (Harry Potter), Found Family, LITERALLY, proposal, not drarry, unless you consider bickering to be foreplay in which case you may consider this pre-slash, Enemies to reluctant allies, Time Travelling Harry Potter",https://archiveofourown.org/works/42356628?view_full_work=true#kudos
punch-drunk fingerprints,"In a world where every touch of a soulmate leaves a temporary heat mark on bare skin, Draco Malfoy suddenly finds his life devolving into a massive cliche because the Boy Who Lived Twice has no idea how to respect the personal space bubble.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, I Don't Even Know, Fluff, First Kiss, Soulmate-Identifying Marks, Alternate Universe - Soulmates, Hogwarts Eighth Year, This Is STUPID, draco secretly reads soulmate romance novels, Перевод на русский | Translation in Russian, Spanish Translation, 中文翻译 | Translation in Chinese, Korean Translation",https://archiveofourown.org/works/5684710#kudos
"The Electric Fizzing Prick Pistols, or Whatever","Everyone is born with Words on their arm that connect them to their Soulmate. James finds his, Sirius had everything figured out back in First Year, Peter doesn’t talk to girls anyway, and Remus thinks he’d very much just like to put his earmuffs back on and disappear.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, James/Lily, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Lily Evans Potter, Peter Pettigrew, Magical Realism, Soulmates, Soulmate-Identifying Marks, Alternate Universe - Soulmates, Hogwarts Era, Hogwarts Fifth Year, Hogwarts Seventh Year, MWPP Era, Community: rs_games, Explicit Language, Humor, Fluff and Humor",https://archiveofourown.org/works/1319809?show_comments=true#comments
Temptation on the Warfront,"Draco Malfoy is forced into hiding with the Golden Trio and dragged into their search for horcruxes. What ensues is a journey of redemption, unexpected friendships and an unwanted, turbulent romance with Harry Potter. Warnings for swearing, sexual content, and dark themes.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Implied Hermione Granger/Ron Weasley - Relationship, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Remus Lupin, Blaise Zabini, Luna Lovegood, Antonin Dolohov, Horcrux Hunting, Romance, Male Slash, Adventure, Angst and Humor, Deathly Hallows AU, First Time, Sexual Content, Sexual Tension, Snark, Love/Hate, Friendship/Love, POV Switching, Hand Jobs, Unresolved Sexual Tension, Slow Burn, Slash, Alternate Canon",https://archiveofourown.org/works/4373594?show_comments=true&view_full_work=true#comments
The Contract,Resumen no encontrado,"Mature, Creator Chose Not To Use Archive Warnings, F/M, M/M, Harry Potter - J. K. Rowling, Rabastan Lestrange/Harry Potter, Rodolphus Lestrange/Sirius Black, past Rodolphus Lestrange/Bellatrix Lestrange, Tom Marvolo Riddle|Lord Slytherin/Bill Weasley, Rabastan Lestrange, Harry Potter, Corvus Lestrange, Rodolphus Lestrange, Tom Riddle | Voldemort, Albus Dumbledore, Hermione Granger, Ronald Weasley, Draco Malfoy, Blaise Zabini, Sirius Black, Padma Patil, Parvati Patil, Severus Snape, Filius Flitwick, Minerva McGonagall, Pomona Sprout, Poppy Pomfrey, Daphne Greengrass, Vincent Crabbe, Gregory Goyle, Ginny Weasley, Bill Weasley, Charlie Weasley, Fred Weasley, George Weasley, Percy Weasley, carrier harry, Mpreg, Molestation of a Minor (Ginny), Teenage Death (Ronald Weasley), Worldbuilding, Wizarding Politics (Harry Potter), Wizarding Culture (Harry Potter), Wizarding Laws (Harry Potter), Harry changes Wizarding Laws, Sane Voldemort (Harry Potter), Mentions of Suicide in Chapter 110",https://archiveofourown.org/works/17361419/chapters/159888751
Draco Malfoy and the Mirror of Ecidyrue,"All it takes is one look in a mirror and an ill-advised attempt to shatter it, before an embittered Draco Malfoy fresh out of Azkaban is sent back into his body on the day he gets his Hogwarts letter.Suddenly, Draco has an unwanted second chance, with a Sorting Hat that doesn't know what to do with him, a certain Muggleborn who won't leave his study table alone, and green eyes he just can't get out of his head. And then there's his new wand, whose choice of him could just mark him as every bit as dark a wizard as his name means he should be.","Teen And Up Audiences, No Archive Warnings Apply, Gen, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy & Severus Snape, Hermione Granger & Draco Malfoy, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Severus Snape, Lucius Malfoy, Dobby (Harry Potter), Time Travel, Slow Burn, Hermione Granger & Draco Malfoy Friendship, Fluff and Angst, Snarky Draco Malfoy, Abuse, Post-Traumatic Stress Disorder - PTSD, Slightly unreliable narrator, Character Study",https://archiveofourown.org/works/23872387?show_comments=true&view_full_work=true#comments
Temptation on the Warfront,Resumen no encontrado,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Implied Hermione Granger/Ron Weasley - Relationship, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Remus Lupin, Blaise Zabini, Luna Lovegood, Antonin Dolohov, Horcrux Hunting, Romance, Male Slash, Adventure, Angst and Humor, Deathly Hallows AU, First Time, Sexual Content, Sexual Tension, Snark, Love/Hate, Friendship/Love, POV Switching, Hand Jobs, Unresolved Sexual Tension, Slow Burn, Slash, Alternate Canon",https://archiveofourown.org/works/4373594/chapters/12120503
Right Hand Red,"Harry felt Malfoy's breath on his lips as they came together over the bottle, hands firmly planted on the floor as though they each needed their familiar soil, refusing to cross into enemy territory. Except that Malfoy no longer felt like his enemy.  Malfoy felt inevitable.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson, Seamus Finnigan, Ginny Weasley, Neville Longbottom, Luna Lovegood, Millicent Bulstrode, Dean Thomas, Blaise Zabini, Parvati Patil, Padma Patil, Portrait Severus Snape, Gordon the Ferret, OMC, Minerva McGonagall, Hogwarts Eighth Year, Unresolved Sexual Tension, Unresolved Romantic Tension, Bottom Draco, future switching, Party Games, Drunkenness, Hand Jobs, Blow Jobs, Anal Sex, First Time, Loss of Virginity, Secret Relationship, Angst and Humor",https://archiveofourown.org/works/3178065?view_full_work=true#kudos
An Issue of Consequence,Draco has woken up in an alternate universe. Or he has woken up utterly insane. Nothing else can possibly explain why Harry Potter suddenly seems to think he's Draco's boyfriend.,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Blaise Zabini, Pansy Parkinson, HP: EWE, Hogwarts Eighth Year, Romance, Mystery, Humor, Explicit Sexual Content, Potions",https://archiveofourown.org/works/1439476
Draco Malfoy and the Mortifying Ordeal of Being in Love,"Hermione straddles the Muggle and Magical worlds as a medical researcher and Healer about to make a big discovery. Draco is an Auror assigned to protect her from forces unknown – to both of their displeasure.Features hyper-competent, fiery Hermione and lazy, yet dangerous, Draco. Slow burn.","Explicit, Graphic Depictions Of Violence, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Healer Hermione Granger, Researcher Hermione Granger, Auror Draco Malfoy, Slow Burn, Unresolved Sexual Tension, Eventual Smut, POV Draco Malfoy, Forced Collaboration, Romance, romcom, Action/Adventure, EWE, HEA, reckless overuse of author's favourite tropes, oblivious idiots, All aboard the SS Denial, late-stage pining, what is pining if not denial persevering, No first names we die like men, do not look too closely at the plot you will only hurt yourself, scandalous ankle touching, misuse of whirlpool baths, graphic depictions of competent women, eroticised arithmancy, Crookshanks will fight god or become him, human on mushroom violence, Schrödinger's ethics, Nuns",https://archiveofourown.org/works/34500952?view_full_work=true#kudos
All Our Secrets Laid Bare,"Over the six years Draco Malfoy has been an Auror, four of his partners have turned up dead. Harry Potter is assigned as his newest partner to investigate just what is going on.","Explicit, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter/Original Male Character(s), Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Original Male Character(s), Original Female Character(s), Lucius Malfoy, Narcissa Black Malfoy, Kingsley Shacklebolt, Auror Partners, Sexual Content, Wandless Magic, Mystery, Investigations, Magical Tattoos, Getting Together, Trapped, Secrets, Secret Relationship, Shower Sex, First Time, Loss of Virginity, Blow Jobs, Office Sex, Duelling, Falling In Love, Hats, Glasses, Curry, Tea, Bars and Pubs, Hoodies",https://archiveofourown.org/works/1227880?show_comments=true&view_full_work=true#comments
the family evans,"What if, when Petunia Dursley found a little boy on her front doorstep, she took him in? Not into the cupboard under the stairs, not into a twisted childhood of tarnished worth and neglect—what if she took him in?Petunia was jealous, selfish and vicious. We will not pretend she wasn’t. She looked at that boy on her doorstep and thought about her Dudders, barely a month older than this boy. She looked at his eyes and her stomach turned over and over. (Severus Snape saved Harry’s life for his eyes. Let’s have Petunia save it despite them).Let’s tell a story where Petunia Dursley found a baby boy on her doorstep and hated his eyes—she hated them. She took him in and fed him and changed him and got him his shots, and she hated his eyes up until the day she looked at the boy and saw her nephew, not her sister’s shadow. When Harry was two and Vernon Dursley bought Dudley a toy car and Harry a fast food meal with a toy with parts he could choke on Petunia packed her things and got a divorce.","Not Rated, Creator Chose Not To Use Archive Warnings, Gen, Harry Potter - J. K. Rowling, Petunia Evans Dursley & Harry Potter, Petunia Evans Dursley & Lily Evans Potter, Petuna Evans Dursley & Remus Lupin, Dudley Dursley & Harry Potter, Petunia Evans Dursley, Harry Potter, Dudley Dursley, What-If, Family",https://archiveofourown.org/works/3073562#kudos
Tea and No Sympathy,Resumen no encontrado,"Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Narcissa Malfoy, Lucius Malfoy, Hermione Granger, Ron Weasley, Aberforth Dumbledore, Rubeus Hagrid, Buckbeak, Justin Finch-Fletchley, Ernie Macmillan, Terence Higgs, Minerva McGonagall, Giant Squid (Harry Potter), Slow Build, Draco-centric, Tea Drinking, Swearing, Muggle London, Houses of Parliament, Malfoy Manor, flangst, Family Feels, Muggle/Wizard Relations, Coming Out, Heartfelt Conversations, Sarcastic Conversations, Owls, Competitive Card Games, Falling In Love, getting drunk, Enthusiastic Snogging, Hogwarts Castle, Sex In The Slytherin Dormitory, Frottage, Time Travel, Time Loop, HP: EWE",https://archiveofourown.org/works/2734082/chapters/6127259
The Cadence of Part-time Poets,"Raven-hairedMidnight dancerIf I could give you everythingWould you ask for me?
 I debated for a long time whether to include this chapter as an epilogue or a b-side, but in the end decided that it was better off here. She was the heart of the story for a long time. And that'll never stop being true.","Mature, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Peter Pettigrew, Lily Evans Potter, Mary Macdonald, Marlene McKinnon, Minerva McGonagall, Lyall Lupin, Severus Snape, Regulus Black, Dorcas Meadowes, Original Characters, Alternate Universe - Boarding School, Alternate Universe - Rock Band, Band Fic, Marauders Era (Harry Potter), Marauders, wolfstar, jily, POV Remus Lupin, Muggle AU, Recreational Drug Use, Bisexual Remus Lupin, Gay Sirius Black, Lesbian Marlene McKinnon, Hurt/Comfort, Angst with a Happy Ending, Alternate Universe - Muggle, Boarding School, Aromantic Mary Macdonald, Mental Health Issues, Coming of Age, Remus has undiagnosed BPD/Bipolar II Disorder, And experiences intrusive thoughts, But it does not take over the entire fic, Slow Burn, It’s a slow burn. Slow fucking burn. Please take this to heart I mean it, But Remus is taller",https://archiveofourown.org/works/30652973/chapters/113331536
Remain Nameless,Resumen no encontrado,"Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Padma Patil/Ron Weasley, Theodore Nott, Narcissa Black Malfoy, Luna Lovegood, Original Characters, Susan Bones, Weasley Family (Harry Potter), Astoria Greengrass, Pansy Parkinson, Minerva McGonagall, Dennis Creevey, Parvati Patil, Romance, Angst, Fluff and Angst, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Slow Burn, Friends to Lovers, Mutual Pining, POV Draco Malfoy, POV Hermione Granger, Post-Traumatic Stress Disorder - PTSD, Past Drug Addiction, Healing, Sexual Content, Explicit Language, Cross-Posted on FanFiction.Net, Explicit Sexual Content, Enthusiastic Consent, Slow Romance, blueberry scones, Suicidal Thoughts, Cross-Posted on Wattpad, Angst with a Happy Ending, HEA",https://archiveofourown.org/works/23875939/chapters/67790119
All the Young Dudes - Sirius's Perspective,love u guys <3,"Mature, Graphic Depictions Of Violence, Major Character Death, No Archive Warnings Apply, M/M, All the Young Dudes - Fandom, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Regulus Black, Lily Evans Potter, Marlene McKinnon, Mary Macdonald, Bellatrix Black Lestrange, Narcissa Black Malfoy, Minerva McGonagall, Albus Dumbledore, Walburga Black, Orion Black, Filius Flitwick, Severus Snape, Horace Slughorn, Poppy Pomfrey, Frank Longbottom, Alice Longbottom, Gideon Prewett (Harry Potter), Fabian Prewett, Arthur Weasley, Caradoc Dearborn, Emmeline Vance, Dorcas Meadowes, Alastor ""Mad-Eye"" Moody, Fleamont Potter, Euphemia Potter, Molly Weasley, Harry Potter, Ron Weasley, Hermione Granger, Fred Weasley, George Weasley, Ginny Weasley, Nymphadora Tonks, Andromeda Black Tonks, Marauders, Marauders Era (Harry Potter), Marauders Friendship (Harry Potter), Slow Burn, Friends to Lovers, fanfic of a fanfic, i would die for mskingbean89, Inspired by All the Young Dudes - MsKingBean89, Angst, Fluff, Fluff and Angst, Requited Love, Canon Compliant, First Kiss, First War with Voldemort, Domestic Violence, Abuse, Mutual Pining, Internalized Homophobia, wolfstar",https://archiveofourown.org/works/34577035/chapters/96415839
Remain Nameless,"How did it feel? It felt like he was barely holding it together. She, of all people, should shun him. Or yell at him. Curse him. Spit at him. Take out her wand and blast him off the face of the earth. It was crushing guilt and relief and confusion all at once when he looked at Hermione Granger.The monotony of Draco’s daily routine had become both a lifeline and a noose. But this new habit of grabbing coffee with Hermione Granger is quickly becoming a reason to get out of bed and is unfortunately forcing him to re-evaluate his inconsequential existence.Hermione is living her life in fragments, separate pieces scattered about, and she can’t find a way to step back and let the full picture form. Why are morning meetings with Draco Malfoy the only thing that make sense anymore?","Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Harry Potter/Ginny Weasley, Padma Patil/Ron Weasley, Theodore Nott, Narcissa Black Malfoy, Luna Lovegood, Original Characters, Susan Bones, Weasley Family (Harry Potter), Astoria Greengrass, Pansy Parkinson, Minerva McGonagall, Dennis Creevey, Parvati Patil, Romance, Angst, Fluff and Angst, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Slow Burn, Friends to Lovers, Mutual Pining, POV Draco Malfoy, POV Hermione Granger, Post-Traumatic Stress Disorder - PTSD, Past Drug Addiction, Healing, Sexual Content, Explicit Language, Cross-Posted on FanFiction.Net, Explicit Sexual Content, Enthusiastic Consent, Slow Romance, blueberry scones, Suicidal Thoughts, Cross-Posted on Wattpad, Angst with a Happy Ending, HEA",https://archiveofourown.org/works/23875939?show_comments=true&view_full_work=true#comments
Running on Air,Draco Malfoy has been missing for three years. Harry is assigned the cold case and finds himself slowly falling in love with the memories he collects.,"Teen And Up Audiences, No Archive Warnings Apply, Multi, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry/Ginny, past Draco/Astoria, Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley, Astoria Greengrass, Ginny Weasley, Mystery, Drama, Friendship, Slow Burn, Romance",https://archiveofourown.org/works/3171550
"Hey, Potter","Harry returns to Hogwarts for his 8th year, determined not to let Malfoy get to him. But when the snarky teasing starts up again, Harry finds that returning the jibes with compliments has a far more interesting outcome.","Mature, Creator Chose Not To Use Archive Warnings, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Ron Weasley, Gregory Goyle, Pansy Parkinson, Ghosts, Drinking, Mind/Mood Altering Substances, Hogwarts Eighth Year, Alcohol, Drama, Fluff and Angst, Humor",https://archiveofourown.org/works/787368?show_comments=true#comments
Measure Of A Man,"To truly know someone is to differentiate between who they once were, who they are now, and who they're capable of being. Hermione realises the duality of one man as she rectifies what she knows of the past and begins to understand the pieces of who Draco Malfoy is now: a father, a son, and a man.","Explicit, No Archive Warnings Apply, F/M, Harry Potter - J. K. Rowling, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Theodore Nott, Daphne Greengrass, Harry Potter, Padma Patil, Pansy Parkinson, Ginny Weasley, Susan Bones, Parvati Patil, Cho Chang, Blaise Zabini, Mr Granger (Harry Potter), Mrs Granger (Harry Potter), Ron Weasley, Neville Longbottom, Narcissa Black Malfoy, Cormac McLaggen's Uncle Tiberius, Percy Weasley, Scorpius Malfoy, Cormac McLaggen, Kingsley Shacklebolt, Luna Lovegood, Dean Thomas, Andromeda Black Tonks, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE, Romance, Slow Burn, Angst, POV Hermione Granger, Healer Hermione Granger, Blood and Injury, BAMF Hermione Granger, Past Hermione Granger/Ron Weasley, Gardens & Gardening, Grief/Mourning, Dementia, Slow Romance, Dysfunctional Family, Cooking, Angst and Romance, Sexual Tension, Unreliable Narrator, Emotional Hurt/Comfort, Emotional Support Cactus, The Ministry of Magic is Corrupt (Harry Potter), Nothing to Something to Everything, Angst with a Happy Ending, Intimacy, Anxiety Attacks, Domestic Sexual Tension, Terminal Illnesses, Implied/Referenced Terrorism, Draco Malfoy & Harry Potter Friendship, DILF Draco Malfoy, Canon-Typical Violence, Explicit Sexual Content, Emotional Sex, Female Friendship, Angst and Hurt/Comfort, Semi-Public Sex, Cottagecore Hermione, Widower Draco, NSFW Art, Unintentional Emotional Neglect, Gardener Hermione, Auror Draco Malfoy, ...or something like it, Slow Build, But fast timeline, Child Scorpius Malfoy, Competent Draco Malfoy",https://archiveofourown.org/works/26523892?view_full_work=true#kudos
Hermione Granger's Hogwarts Crammer for Delinquents on the Run,"'You're a wizard, Harry' is easier to hear from a half-giant when you're eleven, rather than from some kids on a tube platform when you're seventeen and late for work.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley, Luna Lovegood, Ginny Weasley, Neville Longbottom, Pining, Humor, Hijinks & Shenanigans, Alternate Universe - Canon Divergence, Friendship",https://archiveofourown.org/works/7331278?show_comments=true&view_full_work=true#comments
Soup-pocalypse and The Great Curry Cataclysm,"Eleven years after the war, Draco Malfoy leads a quiet, boring, and perfectly respectable life, thanks very much. Or, at least he does, until a sudden and very unexpected veela awakening causes him to throw soup all over Harry Potter in the middle of the Ministry cafeteria.","Explicit, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Teddy Lupin, Hermione Granger, Ron Weasley, Lavender Brown, Veela Draco Malfoy, Veela Mates, Teddy Lupin was Raised by Harry Potter, Parent Harry Potter, Depression, Mental Health Issues, Slow Burn, Enemies to Lovers, Angst, Humor, Hurt/Comfort, Explicit Sexual Content, Bottom Draco Malfoy, Top Harry Potter, Past Suicide Attempt, H/D Food Fair 2018, Ministry of Magic Employee Draco Malfoy, Harry Potter Thinks Draco Malfoy is Up to Something, Draco Malfoy Cooks, Courtship, Food Issues, Romance, Pining Draco Malfoy, Auror Harry Potter, Post-Hogwarts, Harry Potter Epilogue What Epilogue | EWE",https://archiveofourown.org/works/16036310?show_comments=true&view_full_work=true#comments
survival is a talent,"In the middle of their second year, Draco and Harry discover they're soulmates and do their best to keep it a secret from everyone. Their best isn't perfect. ~“Are you trying to get killed, Potter?” Malfoy drawls, stalking forward. Quick as a serpent himself, he reaches out and grabs the snake just below the head. It thrashes in his grip, but is no longer able to bite anyone. “This is a poisonous snake, and I doubt anyone brought a bezoar with them.” Harry glares. He opens his mouth, and feels the beginning the snake’s language pass his lips, and this isn’t what he wants, what’s the point of insulting Malfoy if he can’t understand him – Malfoy’s eyes widen. He slaps his hand over Harry’s mouth, “Potter, what the hell–”~(Now with a TV Tropes page!)","Teen And Up Audiences, Creator Chose Not To Use Archive Warnings, Gen, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Blaise Zabini, Millicent Bulstrode, Lucius Malfoy, Narcissa Black Malfoy, Ginny Weasley, Remus Lupin, Sirius Black, Soulmate AU, Indian Harry Potter, Black Hermione Granger, canon? i don't know her, Slow Build, Lucius Malfoy is a bad person but a good father, Parselmouth Harry Potter, Smart Draco Malfoy, I'm offended that's a tag OF COURSE he's smart, sometimes bad things happen, but this fic isn't out to hurt you, Secret Relationship, Slytherins and Gryffindors being reluctant friends, Plotty, suprising lack of focus on soulmates for a soulmate au",https://archiveofourown.org/works/12006417?view_full_work=true#kudos
We're Already Married,"""Our whole lives we have always told people that we were married. I knew that it wasn't exactly normal but it was always something that filled me with so much affection for you. I have loved you for so long. Longer than I ever realized."" Harry took a deep breath as he looked into shining silver eyes.Or...Three-year-old Harry asks little Draco to marry him and they insist to anyone who will listen that they are indeed already married.","Teen And Up Audiences, No Archive Warnings Apply, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Sirius Black/Remus Lupin, Lucius Malfoy/Narcissa Black Malfoy, Draco Malfoy, Harry Potter, Sirius Black, Remus Lupin, Lucius Malfoy, Narcissa Black, Fluff, Tooth-Rotting Fluff, Kid Fic, to adults, Adorable, No Angst, Romance, Best Friends, Friends to Lovers, Sirius ships it, Remus is so done",https://archiveofourown.org/works/12312867
Text Talk,An epilogue taking place in the 36th week of the year.,"Not Rated, Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Harry Potter - J. K. Rowling, Sirius Black/Remus Lupin, wolfstar - Relationship, Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Moony, Wormtail, Padfoot, Prongs, Lily Evans, Lily Potter, Alice Longbottom, Frank Longbottom, text, Texting, text fic, Hospital, Boarding School, MWPP, Marauders era, The Marauders - Freeform, Maurders AU, AU, Alternate Universe, Modern AU, texting fic, School, Injury, Mention of family abuse, mention of depression, family stuff, Parents, Illness, Homophobic Slurs, Mention Of Homophobia",https://archiveofourown.org/works/1651109/chapters/12884881
Slithering,"Draco found the nest down in the Manor’s cellars, while he was clearing them out.","Explicit, Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence, M/M, Harry Potter - J. K. Rowling, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Narcissa Black Malfoy, Lucius Malfoy, Hermione Granger, Andromeda Black Tonks, Post-War, aftermath of war, Reconciliation, Courtship, Snakes",https://archiveofourown.org/works/7548181?show_comments=true#comments
Choices,"People make mistakes, but they also make choices. It’s important to James, that difference. He does his best not to confuse the two.","Explicit, Major Character Death, F/M, M/M, F/F, Harry Potter - J. K. Rowling, Regulus Black/James Potter, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, James Potter, Regulus Black, Sirius Black, Remus Lupin, Lily Evans Potter, Peter Pettigrew, Fleamont Potter, Euphemia Potter, Marlene McKinnon, Mary Macdonald, Frank Longbottom, Alice Longbottom, Bellatrix Black Lestrange, Rodolphus Lestrange, Lucius Malfoy, Narcissa Black Malfoy, Jegulus, wolfstar, jily, Marauders, Implied/Referenced Sexual Assault, Canon Compliant, Mild Sexual Content, Canonical Character Death, Angst, Minor Marlene McKinnon/Dorcas Meadowes, Jello-O Shots (this is an integral part of this story)",https://archiveofourown.org/works/30170643?show_comments=true&view_full_work=true#comments
